budget,year,revenue,vote_average,title,runtime
9000000,1990,0,6,Two Evil Eyes,120
0,1990,0,6.1,Shipwrecked,92
3000000,1990,15369573,4.7,Spaced Invaders,100
225000,1990,0,7,Metropolitan,98
0,1990,0,0,Midnight Cabaret,94
0,1990,0,6.4,Slacker,97
100000000,1991,520000000,7.7,Terminator 2: Judgment Day,137
70000000,1991,300854823,6.6,Hook,144
65000000,1991,17218080,5.4,Hudson Hawk,100
48000000,1991,390493908,6.6,Robin Hood: Prince of Thieves,143
40000000,1991,205405498,7.5,JFK,189
38000000,1991,34416893,6.7,The Doors,140
35000000,1991,182300000,7,Cape Fear,128
35000000,1991,0,5.7,Flight of the Intruder,115
30000000,1991,191502426,6.7,The Addams Family,99
30000000,1991,74787599,5.9,The Prince of Tides,132
27000000,1991,96900000,6.7,Star Trek VI: The Undiscovered Country,113
25000000,1991,78000000,5.8,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88
0,1991,0,5.7,Stone Cold,92
24000000,1991,41895491,7.2,The Fisher King,137
23000000,1991,86930411,6.6,The Naked Gun 2¶«: The Smell of Fear,85
23000000,1991,7434726,6.1,Harley Davidson and the Marlboro Man,98
19000000,1991,272742922,8.1,The Silence of the Lambs,119
0,1991,0,5.9,Bill & Ted's Bogus Journey,98
16500000,1991,0,7,My Girl,102
15000000,1991,30102717,5.3,Double Impact,110
14000000,1991,34793160,6.5,White Fang,107
11000000,1991,2807854,5.1,Return to the Blue Lagoon,98
8000000,1991,2275557,5.7,Showdown in Little Tokyo,79
6500000,1991,57504069,7.4,Boyz n the Hood,112
6000000,1991,869325,4.6,Beastmaster 2: Through the Portal of Time,107
11000000,1991,34872033,5.1,Freddy's Dead: The Final Nightmare,89
0,1991,0,4.7,House Party 2,94
2500000,1991,0,7.1,My Own Private Idaho,104
500000,1991,0,4.7,Johnny Suede,97
0,1991,0,4.3,Straight Out of Brooklyn,0
80000000,1992,280000000,6.6,Batman Returns,126
55000000,1992,149022650,6.3,Death Becomes Her,104
50000000,1992,159773545,6.2,Alien¶ü,114
45000000,1992,178051587,6.3,Patriot Games,117
40000000,1992,70100000,5.4,Boomerang,117
40000000,1992,107458785,6.7,A League of Their Own,128
40000000,1992,215862692,7.1,Dracula,128
40000000,1992,75505856,7.1,The Last of the Mohicans,112
40000000,1992,0,5.8,Medicine Man,106
40000000,1992,14358033,5.7,Memoirs of an Invisible Man,99
35000000,1992,321731527,6.4,Lethal Weapon 3,118
34000000,1992,48169908,7.2,Malcolm X,202
35000000,1992,0,6.1,Hoffa,140
35000000,1992,4651977,6.6,Radio Flyer,114
40000000,1992,243240178,7.1,A Few Good Men,138
28000000,1992,504050219,7.4,Aladdin,90
25000000,1992,411006740,6.1,The Bodyguard,129
18000000,1992,358991681,6.3,Home Alone 2: Lost in New York,120
20000000,1992,121697323,6.5,Wayne's World,94
14000000,1992,159157447,7.7,Unforgiven,131
12500000,1992,10725228,7.5,Glengarry Glen Ross,100
0,1992,27281507,7.2,The Muppet Christmas Carol,85
8000000,1992,6739141,5.7,Fortress,95
11000000,1992,64088552,7.3,My Cousin Vinny,120
12000000,1992,37170057,5.9,Raising Cain,91
11000000,1992,0,7.3,Army of Darkness,81
10000000,1992,50752337,6.4,The Mighty Ducks,101
10000000,1992,32101000,5.4,The Lawnmower Man,108
0,1992,25966555,6.9,Howards End,140
7,1992,5,5.7,Split Second,90
5000000,1992,0,5.7,Light Sleeper,103
3705538,1992,62548947,6.9,The Crying Game,112
1200000,1992,14661007,8,Reservoir Dogs,99
220000,1992,2040920,6.6,El Mariachi,81
85000000,1993,137298489,6.1,Last Action Hero,130
70000000,1993,255000211,6.1,Cliffhanger,112
63000000,1993,920100000,7.6,Jurassic Park,127
45000000,1993,195268056,6.3,The Pelican Brief,141
44000000,1993,368875760,7.2,The Fugitive,130
42000000,1993,270248367,6.6,The Firm,154
48000000,1993,20915465,4,Super Mario Bros.,104
35000000,1993,0,7.7,Bound by Honor,180
34000000,1993,32255440,7,The Age of Innocence,139
32000000,1993,36733909,6.7,Alive,120
28000000,1993,39514713,6.4,Hocus Pocus,96
25000000,1993,441286195,7,Mrs. Doubtfire,125
22000000,1993,321365567,8.3,Schindler's List,195
25000000,1993,56505065,7.4,Tombstone,130
0,1993,25000000,6.6,Gettysburg,254
28000000,1993,669276,6.8,The Thief and the Cobbler,72
22000000,1993,0,6.8,Shadowlands,131
22000000,1993,10696210,4.2,RoboCop 3,104
21000000,1993,42000000,5.1,Teenage Mutant Ninja Turtles III,96
19000000,1993,2119994,5.6,The Nutcracker,93
26000000,1993,206678440,7.6,Philadelphia,125
0,1993,0,6.9,What's Love Got to Do with It,118
11500000,1993,23237911,7.5,The Remains of the Day,134
0,1993,0,5.5,Nowhere to Run,94
14600000,1993,70906973,7.4,Groundhog Day,101
14000000,1993,154864401,6.8,Cool Runnings,98
14000000,1993,27515786,6.9,Poetic Justice,109
0,1993,0,5.7,National Lampoon's Loaded Weapon 1,84
3000000,1993,1200000,4.5,Excessive Force,87
12500000,1993,12281551,7.5,True Romance,120
0,1993,0,7.5,Madadayo,134
11000000,1993,30000000,7.5,What's Eating Gilbert Grape,118
11500000,1993,3275585,5.7,Romeo Is Bleeding,100
8000000,1993,0,7.2,Much Ado About Nothing,111
7000000,1993,116700000,7.1,The Piano,121
0,1993,0,7.1,The Visitors,107
6900000,1993,7993039,7.4,Dazed and Confused,102
6500000,1993,0,6.2,The Adventures of Huck Finn,108
6000000,1993,3283371,6.9,Only the Strong,99
3500000,1993,27900000,7.2,Menace II Society,97
3000000,1993,15938065,4.2,Jason Goes to Hell: The Final Friday,87
0,1993,0,5.2,Warlock: The Armageddon,98
2000000,1993,54207,5.9,Return of the Living Dead 3,97
0,1993,0,5.5,Ed and His Dead Mother,93
1500000,1993,418961,6.1,Killing Zoe,96
2600000,1993,2850263,6.1,Airborne,91
800000,1993,1001437,5.6,Ruby in Paradise,114
115000000,1994,378882411,6.8,True Lies,141
45000000,1994,788241776,8,The Lion King,89
0,1994,0,6,Wolf,125
63000000,1994,25052000,6.5,Wyatt Earp,191
62000000,1994,215887717,6.4,Clear and Present Danger,141
55000000,1994,677945399,8.2,Forrest Gump,142
55000000,1994,214015089,5.9,Disclosure,123
60000000,1994,223664608,7.2,Interview with the Vampire,123
50000000,1994,119208989,5.5,Beverly Hills Cop III,104
50000000,1994,49000000,4.5,On Deadly Ground,102
50000000,1994,16671505,5.8,Baby's Day Out,99
46000000,1994,341631208,5,The Flintstones,91
45000000,1994,117615211,6.4,The Client,119
45000000,1994,170362582,5.5,The Specialist,110
45000000,1994,0,6.1,The River Wild,111
40000000,1994,0,5.4,Ri¶½hie Ri¶½h,95
25000000,1994,48063435,5.4,The Shadow,108
40000000,1994,24332324,5.9,Renaissance Man,128
30000000,1994,0,7.1,The Hudsucker Proxy,111
15000000,1994,94000000,7.3,The Crow,102
38000000,1994,120000000,6.4,Star Trek: Generations,118
35000000,1994,99423521,4.1,Street Fighter,102
30000000,1994,350448145,6.8,Speed,116
30000000,1994,160638883,7.2,Legends of the Fall,133
30000000,1994,51132598,6.3,The Naked Gun 33ƒ??: The Final Insult,83
27000000,1994,101646581,5.5,Timecop,99
26000000,1994,36800000,4.5,Highlander: The Final Dimension,99
25000000,1994,28341469,8.5,The Shawshank Redemption,142
25000000,1994,22200000,6.2,Don Juan DeMarco,97
22000000,1994,189833357,6.3,The Santa Clause,97
0,1994,0,7,Bullets Over Broadway,98
0,1994,0,4.5,3 Ninjas Kick Back,93
20000000,1994,305070,6.2,Rapa Nui,107
23000000,1994,351583407,6.6,The Mask,101
18000000,1994,5887457,7.3,Ed Wood,127
16000000,1994,247275374,6.5,Dumb and Dumber,107
18000000,1994,0,7,Little Women,115
0,1994,0,6.7,Crooklyn,115
13000000,1994,7820688,6.4,Serial Mom,95
15000000,1994,107217396,6.4,Ace Ventura: Pet Detective,86
10500000,1994,123509,8.5,There Goes My Baby,99
10000000,1994,29392418,6,A Low Down Dirty Shame,100
0,1994,0,5.2,Sugar Hill,123
0,1994,126247,4.1,Police Academy: Mission to Moscow,83
9000000,1994,4350774,6,PCU,79
8000000,1994,213928762,8.3,Pulp Fiction,154
14000000,1994,18090181,6.4,New Nightmare,112
0,1994,8880705,3.9,The Inkwell,110
0,1994,0,5.4,Men of War,103
5000000,1994,3049135,7,Heavenly Creatures,99
6000000,1994,254700832,6.6,Four Weddings and a Funeral,117
0,1994,0,7.2,The Legend of Drunken Master,102
0,1994,0,6.5,Exotica,103
700000,1994,7830611,7.7,Hoop Dreams,171
27000,1994,3151130,7.4,Clerks,92
175000000,1995,264218220,5.9,Waterworld,135
100000000,1995,336529144,5.2,Batman Forever,121
98000000,1995,10017322,5.7,Cutthroat Island,119
90000000,1995,366101666,6.9,Die Hard: With a Vengeance,128
55000000,1995,127600435,5.9,First Knight,134
72000000,1995,210000000,7.7,Braveheart,177
60000000,1995,35431113,5.4,Money Train,103
52000000,1995,355237933,7.3,Apollo 13,140
62000000,1995,107879496,6.5,The American President,106
58000000,1995,352194034,6.6,GoldenEye,130
60000000,1995,104324083,5.6,Under Siege 2: Dark Territory,100
55000000,1995,346079773,6.7,Pocahontas,81
50000000,1995,287928194,6,Casper,100
53000000,1995,157387195,7,Crimson Tide,116
52000000,1995,116112375,7.8,Casino,178
50000000,1995,152022101,5,Congo,109
50000000,1995,189859560,6.3,Outbreak,127
50000000,1995,30303072,6,Assassins,132
50000000,1995,10382407,5.5,The Scarlet Letter,135
50000000,1995,9851610,5.2,Jade,95
45000000,1995,0,5.9,The Indian in the Cupboard,96
44000000,1995,13681765,7.1,Nixon,192
45000000,1995,20350754,4.9,Showgirls,128
40000000,1995,0,5.7,Kiss of Death,101
20000000,1995,7563728,6.2,Hackers,107
35000000,1995,113374103,5.5,Species,108
35000000,1995,15000000,6.7,The Horseman on the Roof,135
32000000,1995,18552460,6.3,The Quick and the Dead,107
0,1995,106269971,6.9,Mr. Holland's Opus,137
30250000,1995,115101622,6.4,Get Shorty,105
30000000,1995,373554033,7.7,Toy Story,81
30000000,1995,212385533,6.1,Ace Ventura: When Nature Calls,90
33000000,1995,327311859,8.1,Se7en,127
30000000,1995,254134910,6,Babe,89
30000000,1995,24048000,5.4,Virtuosity,106
28000000,1995,31596911,6.5,Rob Roy,139
25000000,1995,4064495,5.5,Tank Girl,98
19000000,1995,141407024,6.5,Bad Boys,118
24000000,1995,182016617,7.3,The Bridges of Madison County,135
22000000,1995,110627965,5.6,The Net,114
18000000,1995,122195920,5.4,Mortal Kombat,101
0,1995,0,6.4,Copycat,124
20000000,1995,21284514,6.7,To Die For,106
0,1995,17519169,6.3,Home for the Holidays,103
16500000,1995,135000000,7.2,Sense and Sensibility,136
8000000,1995,529766,6.7,Things to Do in Denver When You're Dead,116
14000000,1995,19800000,4.5,Vampire in Brooklyn,100
14000000,1995,2474000,5.2,Jefferson in Paris,139
12000000,1995,0,6.9,Clueless,97
0,1995,0,6.7,Tales from the Crypt: Demon Knight,92
11000000,1995,39363635,7.3,Dead Man Walking,122
11000000,1995,2832826,6.6,The Perez Family,113
0,1995,0,6.9,Richard III,104
7500000,1995,32392047,6.5,Rumble in the Bronx,91
7000000,1995,25405445,6.8,Desperado,104
6000000,1995,2122561,6.8,Mallrats,94
6000000,1995,23341568,8.1,The Usual Suspects,106
6000000,1995,12000000,5.4,Tales from the Hood,98
5000000,1995,15116634,5,Halloween: The Curse of Michael Myers,88
3600000,1995,49800000,7.1,Leaving Las Vegas,112
0,1995,0,4.8,The Jerky Boys,82
4000000,1995,4300000,6.5,Four Rooms,98
3500000,1995,28215918,7,Friday,91
2500000,1995,5535405,7.7,Before Sunrise,105
1500000,1995,7412216,6.8,Kids,91
0,1995,0,6.9,Welcome to the Dollhouse,88
8,1995,16,6.4,The Prophecy,98
0,1995,0,5.7,The Incredibly True Adventure of Two Girls In Love,94
0,1995,0,6.3,The Brothers McMullen,98
0,1995,0,6,Bang,98
100000000,1996,242295562,5.6,Eraser,115
100000000,1996,100138851,6.8,The Hunchback of Notre Dame,91
92000000,1996,494471524,6.1,Twister,113
80000000,1996,457696359,6.7,Mission: Impossible,110
80000000,1996,250200000,6.5,Space Jam,88
70000000,1996,101371017,6.1,Mars Attacks!,106
80000000,1996,159212469,5.8,Daylight,115
75000000,1996,816969268,6.7,Independence Day,145
75000000,1996,335062621,6.9,The Rock,136
80000000,1996,309492681,6.4,Ransom,117
50000000,1996,150270147,5.7,Broken Arrow,108
65000000,1996,89456761,6.5,The Long Kiss Goodnight,120
60000000,1996,129832389,5.5,Jingle All the Way,89
60000000,1996,0,5.9,Up Close & Personal,119
57000000,1996,115267375,6.4,DragonHeart,103
54000000,1996,128769345,5.4,The Nutty Professor,95
55000000,1996,121969216,5.8,Executive Decision,133
55000000,1996,141047179,5.9,Evita,134
50000000,1996,75000000,6.4,The Ghost and the Darkness,109
50000000,1996,60209334,5.3,Chain Reaction,107
55000000,1996,18626419,5.7,The Fan,116
50000000,1996,273552592,6.7,Jerry Maguire,139
50000000,1996,113309743,4.4,Striptease,115
50000000,1996,42277365,5.6,Escape from L.A.,97
47000000,1996,102825796,5.7,The Cable Guy,96
47000000,1996,12379402,5.7,Mary Reilly,104
46000000,1996,150000000,7,Star Trek: First Contact,111
46000000,1996,100860818,6.2,Courage Under Fire,117
45000000,1996,53854588,5.9,Tin Cup,135
45000000,1996,0,4.7,The Glimmer Man,92
45000000,1996,0,5.5,Multiplicity,117
45000000,1996,17300889,4.7,The Phantom,100
44000000,1996,165615285,7.3,Sleepers,147
44000000,1996,0,5.5,The Juror,118
42000000,1996,0,6.5,The Mirror Has Two Faces,126
40000000,1996,152266007,7,A Time to Kill,149
40000000,1996,49627779,4.6,The Island of Dr. Moreau,96
0,1996,0,6,City Hall,111
0,1996,0,5.5,Sgt. Bilko,90
38000000,1996,17380126,5.7,Extreme Measures,118
38000000,1996,10300000,6.3,White Squall,129
0,1996,0,6.2,Ghosts of Mississippi,130
27000000,1996,231976425,7,The English Patient,162
32000000,1996,152036382,6.2,Phenomenon,123
32000000,1996,0,5.4,Bogus,110
26000000,1996,116400000,6.5,The First Wives Club,102
25000000,1996,17193231,5.2,Fled,98
26000000,1996,0,5.5,Blood and Wine,101
25530000,1996,20080020,5.3,Flipper,95
27000000,1996,25023434,6.7,Kingpin,113
0,1996,0,5,The Adventures of Pinocchio,90
25000000,1996,51702483,5.2,Maximum Risk,100
28000000,1996,16900000,6.7,Michael Collins,132
25000000,1996,10070000,5.3,Mrs. Winterbourne,105
0,1996,0,6.6,Marvin's Room,98
0,1996,0,6.3,My Fellow Americans,101
20000000,1996,0,5.8,Eye for an Eye,101
19000000,1996,25836616,6.9,From Dusk Till Dawn,108
20000000,1996,0,6.5,Everyone Says I Love You,101
14000000,1996,173046663,7,Scream,111
18000000,1996,0,6.1,Kansas City,116
18000000,1996,0,4.9,Spy Hard,81
0,1996,0,7.3,Hamlet,242
15000000,1996,24769466,6.3,The Craft,101
15000000,1996,76382,5,Silent Trigger,93
14500000,1996,147298761,6.7,Romeo + Juliet,120
0,1996,0,5.5,Thinner,92
12000000,1996,0,5.7,Harriet the Spy,100
13000000,1996,9789900,4.8,Faithful,91
12500000,1996,1227324,7.3,The Funeral,99
12000000,1996,0,6.5,Beavis and Butt-Head Do America,81
12000000,1996,4939939,5.7,Girl 6,108
12000000,1996,41205099,6.5,Happy Gilmore,92
9000000,1996,41590886,6.9,Set It Off,118
0,1996,0,5.7,A Thin Line Between Love and Hate,108
8000000,1996,0,4.6,The Pallbearer,97
7000000,1996,14702438,6.3,Flirting with Disaster,92
0,1996,0,7.3,Shine,105
5000000,1996,13269963,6.9,Lone Star,135
7000000,1996,560069,6.8,Bottle Rocket,91
6000000,1996,0,5.6,Albino Alligator,97
1000000,1996,24475416,7.4,Sling Blade,135
4500000,1996,7011317,6.9,Bound,108
0,1996,0,7.3,Waiting for Guffman,84
3500000,1996,9482579,5.7,She's the One,96
4000000,1996,16491080,7.8,Trainspotting,93
3000000,1996,4109095,5.7,Kama Sutra - A Tale of Love,117
2962051,1996,3011195,6.6,Basquiat,108
3000000,1996,0,6.5,Freeway,110
0,1996,0,7,The Dress,103
0,1996,34585416,6.8,That Thing You Do!,108
2400000,1996,5731103,7,Get on the Bus,120
0,1996,0,6.7,Trees Lounge,95
0,1996,0,6.6,Walking and Talking,86
0,1996,0,6.1,When the Cat's Away,91
0,1996,0,5.8,Love and Other Catastrophes,78
200000,1996,4505922,6.8,Swingers,94
200000000,1997,1845034188,7.5,Titanic,194
125000000,1997,238207122,4.2,Batman & Robin,125
116000000,1997,178127760,5.7,Dante's Peak,108
110000000,1997,333011068,6,Tomorrow Never Dies,119
160000000,1997,164508066,4.1,Speed 2: Cruise Control,121
105000000,1997,121214377,6.7,Starship Troopers,129
10000000,1997,13835130,7.1,The Spanish Prisoner,110
90000000,1997,263920180,7.3,The Fifth Element,126
90000000,1997,589390539,6.9,Men in Black,98
90000000,1997,171120329,7.2,Contact,150
68000000,1997,118063304,5.9,The Saint,116
90000000,1997,0,5.2,Volcano,104
90000000,1997,140807547,5.9,The Devil's Own,107
85000000,1997,315156409,6.2,Air Force One,124
80000000,1997,245676146,6.8,Face/Off,138
75000000,1997,224012234,6.5,Con Air,115
80000000,1997,177977226,5.3,Flubber,93
75000000,1997,136982834,6.5,Conspiracy Theory,135
0,1997,43312294,6.7,The Edge,117
80000000,1997,17626234,6.1,The Postman,177
73000000,1997,229074524,6.2,The Lost World: Jurassic Park,129
70000000,1997,131457682,7,Seven Years in Tibet,136
60000000,1997,159330280,6.1,The Jackal,124
70000000,1997,162000000,5.9,Alien: Resurrection,109
60000000,1997,33956608,5.8,The Relic,110
60000000,1997,26673242,6.5,Event Horizon,96
57000000,1997,152944660,7.2,The Devil's Advocate,144
55000000,1997,0,5.4,George of the Jungle,92
55000000,1997,11466088,5.2,Turbulence,100
53000000,1997,139804348,7.4,Anastasia,94
50000000,1997,314178011,7.2,As Good as It Gets,139
50000000,1997,50068310,6.4,Absolute Power,121
50000000,1997,48169156,6,G.I. Jane,125
50000000,1997,109423648,7.5,The Game,129
50000000,1997,0,5.8,The Peacemaker,124
50000000,1997,10541523,5.9,Mad City,114
38000000,1997,299288605,6.3,My Best Friend's Wedding,105
45000000,1997,181000000,6.4,Liar Liar,86
45000000,1997,136885767,4.7,Anaconda,89
45000000,1997,2154540,4,Shadow Conspiracy,103
40000000,1997,87840042,5,Spawn,96
40000000,1997,45916769,6.7,The Rainmaker,135
36000000,1997,74000000,6.8,Amistad,155
37000000,1997,6482195,5.8,Switchback,118
36000000,1997,50159144,6.6,Breakdown,95
36000000,1997,12532777,7.5,Gattaca,106
35000000,1997,126216940,7.7,L.A. Confidential,138
35000000,1997,0,6.3,In & Out,90
35000000,1997,41954997,7.4,Donnie Brasco,127
35000000,1997,25105255,6.3,Midnight in the Garden of Good and Evil,155
0,1997,0,4.7,Warriors of Virtue,103
35000000,1997,0,6.6,Smilla's Sense of Snow,121
32000000,1997,3566637,7.1,Cats Don't Dance,75
30000000,1997,51376861,3.8,Mortal Kombat: Annihilation,95
29000000,1997,0,5.8,The Borrowers,86
28000000,1997,8345056,5.5,A Simple Wish,86
28000000,1997,5684789,6.8,Kundun,134
27000000,1997,60527873,6.2,Kiss the Girls,115
26000000,1997,0,6,Snow White: A Tale of Terror,100
25000000,1997,0,6.3,Nothing to Lose,97
0,1997,0,5.9,Money Talks,97
25000000,1997,100000000,4.7,Spice World,93
24000000,1997,172363301,6.1,Scream 2,120
20000000,1997,60000000,7,Selena,127
20000000,1997,13801755,6.5,The Man Who Knew Too Little,97
20000000,1997,10686841,7.3,Deconstructing Harry,96
26500000,1997,159375308,8.2,Princess Mononoke,134
16500000,1997,67683989,6.5,Austin Powers: International Man of Mystery,94
18000000,1997,8038061,6.9,The Ice Storm,112
17000000,1997,125586134,5.6,I Know What You Did Last Summer,100
16000000,1997,1686429,4.3,Steel,97
15000000,1997,64256513,6.7,Wag the Dog,97
15000000,1997,44862187,6.6,Cop Land,104
0,1997,28084357,6.9,Grosse Pointe Blank,107
15000000,1997,43101594,7.5,Boogie Nights,155
0,1997,0,6.2,Oscar and Lucinda,132
12000000,1997,39673162,7.3,Jackie Brown,154
0,1997,13960203,5.3,Def Jam's How to Be a Player,93
0,1997,0,6.1,Critical Care,107
10000000,1997,225933435,7.9,Good Will Hunting,126
10000000,1997,0,8.1,Love Jones,104
0,1997,0,6.4,The Swindle,105
0,1997,0,5.3,The Chambermaid on the Titanic,100
8000000,1997,589304,6.7,Prefontaine,106
0,1997,0,6.6,Soul Food,114
12716953,1997,18814720,6.3,Mr. Nice Guy,113
5000000,1997,0,6.1,The Apostle,134
0,1997,0,6.1,Eve's Bayou,109
5000000,1997,3263585,6.8,The Sweet Hereafter,112
4500000,1997,0,7.7,Character,122
0,1997,0,6.9,Love and Death on Long Island,93
3000000,1997,302204,7,Shooting Fish,109
0,1997,0,6.7,The Last Time I Committed Suicide,92
3500000,1997,257850122,6.8,The Full Monty,91
3000000,1997,23144499,5.3,Air Bud,98
0,1997,0,5.4,8 Heads in a Duffel Bag,95
0,1997,0,6.5,Ulee's Gold,112
0,1997,0,5.6,Clockwatchers,96
0,1997,0,6.3,24 7: Twenty Four Seven,96
1000000,1997,2057193,5.4,Two Girls and a Guy,84
1000000,1997,0,6.2,Orgazmo,94
0,1997,0,7.7,Dream with the Fishes,97
0,1997,0,0,Hav Plenty,92
0,1997,0,4.8,Hurricane Streets,86
0,1997,0,6.3,Trekkies,86
250000,1997,12021272,6.7,Chasing Amy,113
250000,1997,501818,6.9,Cube,90
250000,1997,0,4.8,The Sticky Fingers of Time,90
180000,1997,900000,7.8,Children of Heaven,89
0,1997,0,6,"I Love You, Don't Touch Me!",86
0,1997,0,6.8,In the Company of Men,97
20000,1997,99000,7.4,Cure,111
140000000,1998,553799566,6.4,Armageddon,151
140000000,1998,285444603,6.3,Lethal Weapon 4,127
90000000,1998,304320254,7.6,Mulan,88
90000000,1998,250649836,6.7,Enemy of the State,132
90000000,1998,142940100,6.9,Meet Joe Black,178
75000000,1998,140464664,5.9,Deep Impact,120
70000000,1998,164000000,5.6,Six Days Seven Nights,98
80000000,1998,136159423,5,Lost in Space,130
0,1998,0,8,DÇ¸jÇÿ Vu,117
90000000,1998,0,5.9,Mighty Joe Young,114
85000000,1998,71485043,6.8,What Dreams May Come,113
90000000,1998,69131860,5.2,Babe: Pig in the City,92
75000000,1998,14567883,6.1,Soldier,99
73000000,1998,103891409,5.8,Snake Eyes,98
75000000,1998,13100000,5.8,Sphere,134
71000000,1998,294456605,5.4,Doctor Dolittle,85
70000000,1998,118000000,6.3,Star Trek: Insurrection,103
